Neutral Citation,Instrument,Statue,Year,Detail,Instrument Link,Instrument ID,Statue ID
2021_IEHC_663,Valuation Act 2001,Valuation Act,2001,,,13160,8448
2021_IEHC_664,Companies Act 2014,Companies Act,2014,,,19110,2538
2021_IEHC_664,Legal Services Regulation Act 2015,Legal Services Regulation Act,2015,,,31429,24489
2021_IEHC_665,Family Home Protection Act 1976,Family Home Protection Act,1976,,,18183,20653
2021_IEHC_665,Land and Conveyancing Law Reform Act 2009,Land and Conveyancing Law Reform Act,2009,,https://www.irishstatutebook.ie/2009/en/si/0356.html?q=Land+and+Conveyancing+Law+Reform+Act&years=2009,24550,6692
2021_IEHC_665,Land and Conveyancing Law Reform Act 2013,Land and Conveyancing Law Reform Act,2013,,,35147,6692
2021_IEHC_665,Legal Services Regulation Act 2015,Legal Services Regulation Act,2015,,,31429,24489
2021_IEHC_665,Registration of Title Act 1964,Registration of Title Act,1964,,,62140,63903
2021_IEHC_666,Local Authorities (Works) Act 1949,Local Authorities Act,1949,Works,https://www.irishstatutebook.ie/1949/en/act/pub/0017/index.html?q=Local+Authorities+Works+Act&years=1949,61368,60545
2021_IEHC_666,Local Government Act 2001,Local Government Act,2001,,,60066,32734
2021_IEHC_666,Planning and Development Act 2000,Planning and Development Act,2000,,https://www.irishstatutebook.ie/2000/en/si/0349.html?q=Planning+and+Development+Act&years=2000,53190,17780
2021_IEHC_667,Unfair Dismissals Act 1977,Unfair Dismissals Act,1977,,https://www.irishstatutebook.ie/1977/en/si/0138.html?q=Unfair+Dismissals+Act&years=1977,7434,22267
2021_IEHC_667,Workplace Relations Act 2015,Workplace Relations Act,2015,,,997,34589
2021_IEHC_668,Central Bank Act 1942,Central Bank Act,1942,,,31500,18107
2021_IEHC_668,Financial Services and Pensions Ombudsman Act 2017,Financial Services and Pensions Ombudsman Act,2017,,https://www.irishstatutebook.ie/2017/en/si/0524.html?q=Financial+Services+and+Pensions+Ombudsman+Act&years=2017,7919,42191
2021_IEHC_668,FSPO Act 2017,FSPO Act,2017,,,19573,33177
2021_IEHC_668,Legal Services Regulation Act 2015,Legal Services Regulation Act,2015,,,31429,24489
2021_IEHC_668,Pensions Act 1990,Pensions Act,1990,,,34698,33846
2021_IEHC_670,Criminal Justice (Theft and Fraud Offences) Act,Criminal Justice Act,,Theft and Fraud Offences,,63009,64073
2021_IEHC_670,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_671,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_672,Defence Act 1954,Defence Act,1954,,,30799,35752
2021_IEHC_673,Road Traffic Act 2010,Road Traffic Act,2010,,https://www.irishstatutebook.ie/2010/en/si/0011.html?q=Road+Traffic+Act&years=2010,4056,26943
2021_IEHC_675,Legal Services Regulation Act,Legal Services Regulation Act,,,,54211,24489
2021_IEHC_676,Bankruptcy Act,Bankruptcy Act,,,,57178,12367
2021_IEHC_679,Occupiers Liability Act 1995,Occupiers Liability Act,1995,,,52110,62128
2021_IEHC_680,Companies Act,Companies Act,,,,7487,2538
2021_IEHC_680,Land and Conveyancing Law Reform Act 2009,Land and Conveyancing Law Reform Act,2009,,https://www.irishstatutebook.ie/2009/en/si/0356.html?q=Land+and+Conveyancing+Law+Reform+Act&years=2009,24550,6692
2021_IEHC_682,Social Welfare (Consolidation) Act 2005,Social Welfare Act,2005,Consolidation,,57214,52956
2021_IEHC_683,Immigration Act 1999,Immigration Act,1999,,,62928,38538
2021_IEHC_683,Planning and Development Act 2000,Planning and Development Act,2000,,https://www.irishstatutebook.ie/2000/en/si/0349.html?q=Planning+and+Development+Act&years=2000,53190,17780
2021_IEHC_684,Civil Partnership and Certain Rights and Obligations of Cohabitants Act 2010,Civil Partnership and Certain Rights and Obligations of Cohabitants Act,2010,,,59389,2487
2021_IEHC_684,Family Home Protection Act,Family Home Protection Act,,,,19440,20653
2021_IEHC_684,Interpretation Act,Interpretation Act,,,,21042,15307
2021_IEHC_684,Judicial Separation and Family Law Reform Act,Judicial Separation and Family Law Reform Act,,,,54541,64894
2021_IEHC_684,Succession Act 1965,Succession Act,1965,,,62219,2699
2021_IEHC_686,Personal Insolvency Act 2012,Personal Insolvency Act,2012,,https://www.irishstatutebook.ie/2012/en/act/pub/0044/index.html?q=Personal+Insolvency+Act&years=2012,44336,20635
2021_IEHC_687,Child Trafficking and Pornography Act,Child Trafficking and Pornography Act,,,,39149,55367
2021_IEHC_687,Criminal Law (Sexual Offences) Act,Criminal Law Act,,Sexual Offences,,25349,29070
2021_IEHC_687,Extradition Act,Extradition Act,,,,47231,44883
2021_IEHC_690,Conveyancing Law Reform Act 2009,Conveyancing Law Reform Act,2009,,https://www.irishstatutebook.ie/2009/en/si/0356.html?q=Conveyancing+Law+Reform+Act&years=2009,35850,17222
2021_IEHC_691,Statute of Limitations Act,Statute of Limitations Act,,,,30573,54104
2021_IEHC_692,Employment Permits Act 2003,Employment Permits Act,2003,,https://www.irishstatutebook.ie/2003/en/act/pub/0007/index.html?q=Employment+Permits+Act&years=2003,39574,54019
2021_IEHC_692,Employment Permits Act 2006,Employment Permits Act,2006,,,12763,54019
2021_IEHC_692,European Communities Act 1972,European Communities Act,1972,,https://www.irishstatutebook.ie/1972/en/act/pub/0027/index.html?q=European+Communities+Act&years=1972,17210,15152
2021_IEHC_692,Immigration Act 2004,Immigration Act,2004,,,7189,38538
2021_IEHC_693,International Protection Act 2015,International Protection Act,2015,,https://www.irishstatutebook.ie/2015/en/act/pub/0066/index.html?q=International+Protection+Act&years=2015,28527,20390
2021_IEHC_695,Companies Act 1963,Companies Act,1963,,,58329,2538
2021_IEHC_696,Mediation Act 2017,Mediation Act,2017,,,62822,57256
2021_IEHC_696,Solicitors (Amendment) Act 1960,Solicitors Act,1960,Amendment,https://www.irishstatutebook.ie/1960/en/si/0094.html?q=Solicitors+Amendment+Act&years=1960,9085,59628
2021_IEHC_698,Criminal Justice (Theft and Fraud Offences) Act,Criminal Justice Act,,Theft and Fraud Offences,,63009,64073
2021_IEHC_698,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_698,Road Traffic Act,Road Traffic Act,,,,26920,26943
2021_IEHC_700,Planning and Development Act 2000,Planning and Development Act,2000,,https://www.irishstatutebook.ie/2000/en/si/0349.html?q=Planning+and+Development+Act&years=2000,53190,17780
2021_IEHC_701,Companies Act,Companies Act,,,,7487,2538
2021_IEHC_704,Civil Liability and Courts Act 2004,Civil Liability and Courts Act,2004,,https://www.irishstatutebook.ie/2004/en/si/0544.html?q=Civil+Liability+and+Courts+Act&years=2004,48370,36795
2021_IEHC_704,Occupiers Liability Act 1996,Occupiers Liability Act,1996,,,5899,62128
2021_IEHC_705,Children Act,Children Act,,,,54308,32894
2021_IEHC_705,Courts of Justice Act,Courts of Justice Act,,,,8569,26565
2021_IEHC_705,Criminal Justice (Victims of Crime) Act,Criminal Justice Act,,Victims of Crime,,41860,64073
2021_IEHC_705,Criminal Procedure Act,Criminal Procedure Act,,,,32117,20498
2021_IEHC_705,Sex Offenders Act,Sex Offenders Act,,,,4956,27839
2021_IEHC_706,Companies Act 2014,Companies Act,2014,,,19110,2538
2021_IEHC_708,Planning and Development Act 2000,Planning and Development Act,2000,,https://www.irishstatutebook.ie/2000/en/si/0349.html?q=Planning+and+Development+Act&years=2000,53190,17780
2021_IEHC_710,Personal Insolvency (Amendment) Act 2021,Personal Insolvency Act,2021,Amendment,https://www.irishstatutebook.ie/2021/en/act/pub/0010/index.html?q=Personal+Insolvency+Amendment+Act&years=2021,51520,20635
2021_IEHC_710,Personal Insolvency Act 2012,Personal Insolvency Act,2012,,https://www.irishstatutebook.ie/2012/en/act/pub/0044/index.html?q=Personal+Insolvency+Act&years=2012,44336,20635
2021_IEHC_711,Legal Services Regulation Act 2015,Legal Services Regulation Act,2015,,,31429,24489
2021_IEHC_713,Companies Act 1990,Companies Act,1990,,https://www.irishstatutebook.ie/1990/en/si/0336.html?q=Companies+Act&years=1990,13012,2538
2021_IEHC_713,Companies Act 2014,Companies Act,2014,,,19110,2538
2021_IEHC_714,Legal Services Regulation Act 2015,Legal Services Regulation Act,2015,,,31429,24489
2021_IEHC_716,Human Rights Act 2003,Human Rights Act,2003,,https://www.irishstatutebook.ie/2003/en/si/0483.html?q=Human+Rights+Act&years=2003,29332,57385
2021_IEHC_717,Human Rights Act 2003,Human Rights Act,2003,,https://www.irishstatutebook.ie/2003/en/si/0483.html?q=Human+Rights+Act&years=2003,29332,57385
2021_IEHC_719,Bankers Books Evidence Act 1879,Bankers Books Evidence Act,1879,,https://www.irishstatutebook.ie/1879/en/act/pub/0011/index.html?q=Bankers+Books+Evidence+Act&years=1879,29149,18571
2021_IEHC_719,Companies Act 2014,Companies Act,2014,,,19110,2538
2021_IEHC_719,Conveyancing and Law of Property Act 1881,Conveyancing and Law of Property Act,1881,,,33751,34768
2021_IEHC_719,Courts Act 1936,Courts Act,1936,,https://www.irishstatutebook.ie/1936/en/si/0380.html?q=Courts+Act&years=1936,52798,51915
2021_IEHC_719,Family Home Protection Act 1976,Family Home Protection Act,1976,,,18183,20653
2021_IEHC_719,Housing Act,Housing Act,,,,62507,47287
2021_IEHC_719,Interpretation Act 2005,Interpretation Act,2005,,https://www.irishstatutebook.ie/2005/en/act/pub/0023/index.html?q=Interpretation+Act&years=2005,63146,15307
2021_IEHC_719,Land and Conveyancing Law Reform Act 2009,Land and Conveyancing Law Reform Act,2009,,https://www.irishstatutebook.ie/2009/en/si/0356.html?q=Land+and+Conveyancing+Law+Reform+Act&years=2009,24550,6692
2021_IEHC_719,Land and Conveyancing Law Reform Act 2013,Land and Conveyancing Law Reform Act,2013,,,35147,6692
2021_IEHC_719,Registration of Title Act 1964,Registration of Title Act,1964,,,62140,63903
2021_IEHC_720,Companies (Amendment) Act,Companies Act,,Amendment,,40669,2538
2021_IEHC_720,Companies Act 1963,Companies Act,1963,,,58329,2538
2021_IEHC_720,Judicature Act,Judicature Act,,,,6580,4243
2021_IEHC_721,Courts of Justice Act 1936,Courts of Justice Act,1936,,,47653,26565
2021_IEHC_724,Companies Act 2014,Companies Act,2014,,,19110,2538
2021_IEHC_726,Central Bank Act 1942,Central Bank Act,1942,,,31500,18107
2021_IEHC_73,Criminal Law (Insanity) Act,Criminal Law Act,,Insanity,,49273,29070
2021_IEHC_73,Criminal Law (Rape) (Amendment) Act,Criminal Law Act,,"Rape,Amendment",,27519,29070
2021_IEHC_73,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_73,Mental Health Act 2001,Mental Health Act,2001,,,27602,44725
2021_IEHC_730,Road Traffic Act 2002,Road Traffic Act,2002,,,22487,26943
2021_IEHC_733,Local Government Act 2001,Local Government Act,2001,,,60066,32734
2021_IEHC_733,Planning and Development Act 2000,Planning and Development Act,2000,,https://www.irishstatutebook.ie/2000/en/si/0349.html?q=Planning+and+Development+Act&years=2000,53190,17780
2021_IEHC_735,Forestry Act 1946,Forestry Act,1946,,https://www.irishstatutebook.ie/1946/en/act/pub/0013/index.html?q=Forestry+Act&years=1946,5623,55726
2021_IEHC_735,Forestry Act 2014,Forestry Act,2014,,,4277,55726
2021_IEHC_736,Registration of Clubs Act 1904,Registration of Clubs Act,1904,,,40546,20562
2021_IEHC_737,Health (Amendment) Act 2013,Health Act,2013,Amendment,,18572,4333
2021_IEHC_737,Health Act 1970,Health Act,1970,,https://www.irishstatutebook.ie/1970/en/si/0047.html?q=Health+Act&years=1970,44776,4333
2021_IEHC_737,Health Act 2004,Health Act,2004,,https://www.irishstatutebook.ie/2004/en/si/0110.html?q=Health+Act&years=2004,14289,4333
2021_IEHC_737,Health Insurance Act 1994,Health Insurance Act,1994,,https://www.irishstatutebook.ie/1994/en/si/0191.html?q=Health+Insurance+Act&years=1994,40384,31921
2021_IEHC_737,Interpretation Act,Interpretation Act,,,,21042,15307
2021_IEHC_737,Proceeds of Crime Act 1996,Proceeds of Crime Act,1996,,,30455,32674
2021_IEHC_737,Social Welfare Act,Social Welfare Act,,,,44244,52956
2021_IEHC_737,Unfair Dismissals Act,Unfair Dismissals Act,,,,27892,22267
2021_IEHC_738,Criminal Damage Act,Criminal Damage Act,,,,21300,48846
2021_IEHC_738,Criminal Justice (Theft and Fraud Offences) Act,Criminal Justice Act,,Theft and Fraud Offences,,63009,64073
2021_IEHC_738,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_74,Criminal Justice (Theft and Fraud Offences) Act,Criminal Justice Act,,Theft and Fraud Offences,,63009,64073
2021_IEHC_74,European Arrest Warrant Act 2003,European Arrest Warrant Act,2003,,,15140,984
2021_IEHC_742,Criminal Justice (Theft and Fraud Offences) Act,Criminal Justice Act,,Theft and Fraud Offences,,63009,64073
2021_IEHC_742,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_742,Licensing Act 1872,Licensing Act,1872,,https://www.irishstatutebook.ie/1872/en/act/pub/0094/index.html?q=Licensing+Act&years=1872,32298,26860
2021_IEHC_742,Misuse of Drugs Act,Misuse of Drugs Act,,,,37795,18580
2021_IEHC_742,Road traffic Act,Road traffic Act,,,,40130,41973
2021_IEHC_743,Defamation Act,Defamation Act,,,,35653,40432
2021_IEHC_744,Legal Services Regulation Act 2015,Legal Services Regulation Act,2015,,,31429,24489
2021_IEHC_745,Planning and Development Act 2000,Planning and Development Act,2000,,https://www.irishstatutebook.ie/2000/en/si/0349.html?q=Planning+and+Development+Act&years=2000,53190,17780
2021_IEHC_746,Consumer Credit Act,Consumer Credit Act,,,,31048,31378
2021_IEHC_746,Land and Conveyancing Law Reform Act,Land and Conveyancing Law Reform Act,,,,36352,6692
2021_IEHC_746,Registration of Title Act,Registration of Title Act,,,,7280,63903
2021_IEHC_747,Immigration Act 1999,Immigration Act,1999,,,62928,38538
2021_IEHC_748,Aliens Act 1935,Aliens Act,1935,,,27268,40790
2021_IEHC_748,British Nationality Act 1948,British Nationality Act,1948,,,36638,11525
2021_IEHC_748,Education Act 1962,Education Act,1962,,https://www.irishstatutebook.ie/1962/en/si/0034.html?q=Education+Act&years=1962,12216,42367
2021_IEHC_748,Equal Status Act 2000,Equal Status Act,2000,,https://www.irishstatutebook.ie/2000/en/si/0168.html?q=Equal+Status+Act&years=2000,12662,63993
2021_IEHC_748,Health Insurance Act 1994,Health Insurance Act,1994,,https://www.irishstatutebook.ie/1994/en/si/0191.html?q=Health+Insurance+Act&years=1994,40384,31921
2021_IEHC_748,Human Rights Act 2003,Human Rights Act,2003,,https://www.irishstatutebook.ie/2003/en/si/0483.html?q=Human+Rights+Act&years=2003,29332,57385
2021_IEHC_748,Illegal Immigrants (Trafficking) Act,Illegal Immigrants Act,,Trafficking,,26359,35527
2021_IEHC_748,Immigration Act 1999,Immigration Act,1999,,,62928,38538
2021_IEHC_748,Immigration Act 2004,Immigration Act,2004,,,7189,38538
2021_IEHC_748,International Protection Act 2015,International Protection Act,2015,,https://www.irishstatutebook.ie/2015/en/act/pub/0066/index.html?q=International+Protection+Act&years=2015,28527,20390
2021_IEHC_748,Irish Nationality and Citizenship Act 1956,Irish Nationality and Citizenship Act,1956,,,23650,3489
2021_IEHC_748,Road Traffic Act 1961,Road Traffic Act,1961,,https://www.irishstatutebook.ie/1961/en/si/0173.html?q=Road+Traffic+Act&years=1961,18004,26943
2021_IEHC_748,Social Welfare (Consolidation) Act,Social Welfare Act,,Consolidation,,373,52956
2021_IEHC_751,Legal Services Regulation Act 2015,Legal Services Regulation Act,2015,,,31429,24489
2021_IEHC_752,FOI Act,FOI Act,,,,60766,19723
2021_IEHC_752,Freedom of Information (Amendment) Act 2003,Freedom of Information Act,2003,Amendment,https://www.irishstatutebook.ie/2003/en/act/pub/0009/index.html?q=Freedom+of+Information+Amendment+Act&years=2003,35817,12609
2021_IEHC_752,Freedom of Information Act 1997,Freedom of Information Act,1997,,,921,12609
2021_IEHC_752,Interpretation Act 2005,Interpretation Act,2005,,https://www.irishstatutebook.ie/2005/en/act/pub/0023/index.html?q=Interpretation+Act&years=2005,63146,15307
2021_IEHC_752,Legal Services Regulation Act 2015,Legal Services Regulation Act,2015,,,31429,24489
2021_IEHC_753,Legal Services Regulation Act 2015,Legal Services Regulation Act,2015,,,31429,24489
2021_IEHC_753,Workplace Relations Act 2015,Workplace Relations Act,2015,,,997,34589
2021_IEHC_754,Civil Liability Act 1961,Civil Liability Act,1961,,,1428,50064
2021_IEHC_754,Legal Services Regulation Act 2015,Legal Services Regulation Act,2015,,,31429,24489
2021_IEHC_755,Immigration Act,Immigration Act,,,,29072,38538
2021_IEHC_756,Health and Social Care Professionals Act 2005,Health and Social Care Professionals Act,2005,,https://www.irishstatutebook.ie/2005/en/act/pub/0027/index.html?q=Health+and+Social+Care+Professionals+Act&years=2005,57179,23184
2021_IEHC_756,Medical Practitioners Act 2007,Medical Practitioners Act,2007,,,54929,58416
2021_IEHC_758,Criminal Justice (Amendment) Act 2009,Criminal Justice Act,2009,Amendment,,60518,64073
2021_IEHC_758,Criminal Justice (Theft and Fraud Offences) Act,Criminal Justice Act,,Theft and Fraud Offences,,63009,64073
2021_IEHC_758,Criminal Justice Act 2006,Criminal Justice Act,2006,,https://www.irishstatutebook.ie/2006/en/si/0047.html?q=Criminal+Justice+Act&years=2006,38216,64073
2021_IEHC_758,European Arrest Warrant Act 2003,European Arrest Warrant Act,2003,,,15140,984
2021_IEHC_759,Children Act 2001,Children Act,2001,,https://www.irishstatutebook.ie/2001/en/act/pub/0024/index.html?q=Children+Act&years=2001,6020,32894
2021_IEHC_759,Road Traffic Act 1961,Road Traffic Act,1961,,https://www.irishstatutebook.ie/1961/en/si/0173.html?q=Road+Traffic+Act&years=1961,18004,26943
2021_IEHC_76,Civil Registration Act 2004,Civil Registration Act,2004,,,39289,17912
2021_IEHC_761,Companies Act,Companies Act,,,,7487,2538
2021_IEHC_761,Registration of Title Act,Registration of Title Act,,,,7280,63903
2021_IEHC_762,Statute of Limitations Act,Statute of Limitations Act,,,,30573,54104
